"School.Name","County","School.Code","School.ID","County.Number","FIPS.State.Code","ZIP","Address","City","State","Longitude","Latitude","Total.Students","Free.Lunch","Reduced.price.Lunch","Total.Free.and.Reduced.Lunch","Full.Time.Equivalent.Teachers","Pupil.Teacher.Ratio"
"THE ARTS BASED SCHOOL","FORSYTH COUNTY","34G000",3.70013e+11,37067,37,27101,"1380 MARTIN LUTHER KING JR DR","WINSTON-SALEM","NC ",-80.2433,36.1042,446,65,27,92,30.3,14.72
"THE CAPITOL ENCORE ACADEMY","CUMBERLAND COUNTY","26C000",3.70037e+11,37051,37,28301,"TBD","TBD","NC ",-78.8792,35.0532,NA,NA,NA,NA,NA,NA
"THE COMMUNITY LEARNING CENTER @ PINCKNEY","MOORE COUNTY","630330",3.70309e+11,37125,37,28327,"160 PINCKNEY RD","CARTHAGE","NC ",-79.4269,35.3405,26,18,3,21,10,2.6
"THE DOWNTOWN SCHOOL","FORSYTH COUNTY","340354",3.7015e+11,37067,37,27101,"601 NORTH CHERRY ST","WINSTON SALEM","NC ",-80.2471,36.1008,385,28,22,50,34.71,11.09
"THE EXPEDITION SCHOOL","WAKE COUNTY","68C000",3.70035e+11,37183,37,27601,"301 NORTH WILMINGTON ST","RALEIGH","NC ",-78.638,35.7767,NA,NA,NA,NA,NA,NA
"THE FRANKLIN SCHOOL OF INNOVATION","BUNCOMBE COUNTY","11D000",3.70036e+11,37021,37,28704,"TBD","TBD","NC ",-82.6359,35.5373,NA,NA,NA,NA,NA,NA
"THE HAWBRIDGE SCHOOL","ALAMANCE COUNTY","01D000",3.70013e+11,37001,37,27340,"1735 SAXAPAHAW BETHLEHEM RD","SAXAPAHAW","NC ",-79.319,35.9466,193,0,4,4,21.62,8.93
"THE INSTITUTE DEVELOPMENT YOUNG LEADERS","DURHAM COUNTY","32P000",3.70035e+11,37063,37,27707,"1305 WEST CLUB BLVD","DURHAM","NC ",-78.9139,36.0163,71,24,4,28,5.62,12.63
"THE JP KNAPP ECH (I)SCHOOL","CURRITUCK COUNTY","270311",3.70108e+11,37053,37,27929,"2966 CARATOKE HWY","CURRITUCK","NC ",-76.0183,36.4444,231,46,0,46,7.06,32.72
"THE LEARNING CENTER","CHEROKEE COUNTY","20A000",3.70002e+11,37039,37,28906,"945 CONAHEETA ST","MURPHY","NC ",-84.035,35.0941,183,98,31,129,16.12,11.35
"THE MOUNTAIN COMMUNITY SCH","HENDERSON COUNTY","45A000",3.70009e+11,37089,37,28792,"613 GLOVER ST","HENDERSONVILLE","NC ",-82.4418,35.3137,176,12,0,12,12,14.67
"THE NORTH CAROLINA LEADERSHIP ACADEMY","FORSYTH COUNTY","34H000",3.70034e+11,37067,37,27284,"1080 OLD GREENSBORO RD","KERNERSVILLE","NC ",-80.0515,36.1099,420,23,17,40,24.67,17.02
"THE SCHOOL FOR CREATIVE STUDIES","DURHAM COUNTY","320314",3.70126e+11,37063,37,27704,"5001 RED MILL RD","DURHAM","NC ",-78.8229,36.072,261,120,18,138,21,12.43
"THE SCORE CENTER","ROCKINGHAM COUNTY","790392",3.70399e+11,37157,37,27320,"401 MOSS ST","REIDSVILLE","NC ",-79.6798,36.3634,39,34,2,36,15,2.6
"THE SPECIAL CHILDREN'S SCHOOL","FORSYTH COUNTY","340531",3.7015e+11,37067,37,27106,"4505 SHATTALON DR","WINSTON-SALEM","NC ",-80.3336,36.1542,18,13,2,15,12.68,1.42
"THE SPRINGER SCHOOL AT MURDOCH CENTER","GRANVILLE COUNTY",NA,3.7e+11,37077,37,27509,"1600 EAST C ST","BUTNER","NC ",-78.7372,36.1466,NA,NA,NA,NA,NA,NA
"THE WHITAKER SCHOOL PRTF","GRANVILLE COUNTY",NA,3.7e+11,37077,37,27509,"1003 12TH ST","BUTNER","NC ",-78.7761,36.1396,NA,NA,NA,NA,NA,NA
"THE WRIGHT SCHOOL","DURHAM COUNTY",NA,3.7e+11,37063,37,27704,"3132 NORTH ROXBORO ST","DURHAM","NC ",-78.8876,36.0315,NA,NA,NA,NA,NA,NA
"THIRD CREEK ELEMENTARY","IREDELL COUNTY","490363",3.70231e+11,37097,37,28677,"361 EAST BARKLEY RD","STATESVILLE","NC ",-80.8569,35.7502,553,407,52,459,39,14.18
"THOMAS JEFFERSON CLASS ACADEMY","RUTHERFORD COUNTY","81A000",3.70009e+11,37161,37,28114,"2527 US 221A HWY","MOORESBORO","NC ",-81.7943,35.2723,1278,147,51,198,78.94,16.19
"THOMAS JEFFERSON MIDDLE","FORSYTH COUNTY","340406",3.7015e+11,37067,37,27106,"3500 SALLY KIRK RD","WINSTON-SALEM","NC ",-80.3206,36.1164,1252,333,60,393,73.17,17.11
"THOMASBORO ACADEMY","MECKLENBURG COUNTY","600553",3.70297e+11,37119,37,28208,"538 BRADFORD DR","CHARLOTTE","NC ",-80.8993,35.2547,792,695,29,724,48.64,16.28
"THOMASVILLE HIGH","DAVIDSON COUNTY","292324",3.7045e+11,37057,37,27360,"410 UNITY ST","THOMASVILLE","NC ",-80.0761,35.9001,674,487,49,536,45.63,14.77
"THOMASVILLE MIDDLE","DAVIDSON COUNTY","292320",3.7045e+11,37057,37,27360,"400 UNITY ST","THOMASVILLE","NC ",-80.0787,35.8994,545,447,35,482,35.68,15.27
"THOMASVILLE PRIMARY","DAVIDSON COUNTY","292318",3.7045e+11,37057,37,27360,"915 EAST SUNRISE AVE","THOMASVILLE","NC ",-80.0599,35.8763,793,727,63,790,60.7,13.06
"THUNDERBIRD PREPARATORY","MECKLENBURG COUNTY","61J000",3.70037e+11,37119,37,28078,"TBD","TBD","NC ",-80.8439,35.4518,NA,NA,NA,NA,NA,NA
"TILLER SCHOOL","CARTERET COUNTY","16B000",3.70005e+11,37031,37,28516,"1950 HWY 70E","BEAUFORT","NC ",-76.6346,34.7353,194,35,11,46,16,12.13
"TIMBER DRIVE ELEMENTARY","WAKE COUNTY","920570",3.70472e+11,37183,37,27529,"1601 TIMBER DR","GARNER","NC ",-78.6358,35.6901,677,265,34,299,48.5,13.96
"TOISNOT MIDDLE","WILSON COUNTY","980390",3.70502e+11,37195,37,27893,"1301 CORBETT AVE NORTH","WILSON","NC ",-77.9109,35.7444,454,317,21,338,29.45,15.42
"TOMMY'S ROAD ELEMENTARY","WAYNE COUNTY","960388",3.70488e+11,37191,37,27534,"1150 TOMMY'S RD","GOLDSBORO","NC ",-77.9396,35.4161,631,321,54,375,37,17.05
"TOPSAIL ELEMENTARY","PENDER COUNTY","710344",3.70357e+11,37141,37,28443,"17385 US HWY 17","HAMPSTEAD","NC ",-77.6786,34.3956,530,148,16,164,31.5,16.83
"TOPSAIL HIGH","PENDER COUNTY","710342",3.70357e+11,37141,37,28443,"245 NORTH ST JOHNS RD","HAMPSTEAD","NC ",-77.6816,34.3957,1175,235,62,297,61.01,19.26
"TOPSAIL MIDDLE","PENDER COUNTY","710346",3.70357e+11,37141,37,28443,"17445 US HWY 17","HAMPSTEAD","NC ",-77.6781,34.3973,937,240,48,288,51,18.37
"TORCHLIGHT ACADEMY","WAKE COUNTY","92L000",3.7001e+11,37183,37,27604,"3211 BRAMER DR","RALEIGH","NC ",-78.6067,35.8273,454,344,32,376,18,25.22
"TORRENCE CREEK ELEMENTARY","MECKLENBURG COUNTY","600557",3.70297e+11,37119,37,28078,"14550 RANSON RD","HUNTERSVILLE","NC ",-80.8727,35.4122,527,78,21,99,31.15,16.92
"TOWN CREEK ELEMENTARY","BRUNSWICK COUNTY","100339",3.70042e+11,37019,37,28479,"6330 LAKE PARK DR SE","WINNABOW","NC ",-78.093,34.1432,526,265,45,310,35,15.03
"TOWNSEND MIDDLE","ROBESON COUNTY","780410",3.70393e+11,37155,37,28364,"105 CAROLINA ST","MAXTON","NC ",-79.3519,34.7331,238,199,18,217,16.4,14.51
"TOWNSHIP THREE ELEMENTARY","CLEVELAND COUNTY","230368",3.7009e+11,37045,37,28152,"526 DAVIS RD","SHELBY","NC ",-81.5316,35.2171,664,528,40,568,46.79,14.19
"TRAMWAY ELEMENTARY","LEE COUNTY","530346",3.70256e+11,37105,37,27330,"360 CENTER CHURCH RD","SANFORD","NC ",-79.2269,35.4377,694,262,39,301,36.4,19.07
"TRAPHILL ELEMENTARY","WILKES COUNTY","970376",3.70495e+11,37193,37,28685,"9794 TRAPHILL RD","TRAPHILL","NC ",-81.0289,36.3473,165,110,19,129,11.2,14.73
"TRENT PARK ELEMENTARY","CRAVEN COUNTY","250364",3.70331e+11,37049,37,28562,"2500 EDUCATIONAL DR","NEW BERN","NC ",-77.0804,35.1094,425,282,31,313,30.96,13.73
"TRENTON ELEMENTARY","JONES COUNTY","520336",3.7024e+11,37103,37,28585,"188 ELEMENTARY SCH LN","TRENTON","NC ",-77.4275,35.0791,205,NA,NA,NA,17,12.06
"TREXLER MIDDLE","ONSLOW COUNTY","670356",3.70345e+11,37133,37,28574,"112 EAST FOY ST","RICHLANDS","NC ",-77.545,34.9009,902,249,93,342,55,16.4
"TRI-COUNTY EARLY COLLEGE HIGH","CHEROKEE COUNTY","200350",3.70078e+11,37039,37,28906,"21 CAMPUS CIRCLE","MURPHY","NC ",-83.9671,35.0682,127,34,15,49,6,21.17
"TRIAD MATH AND SCIENCE ACADEMY","GUILFORD COUNTY","41F000",3.70032e+11,37081,37,27406,"700 CREEK RIDGE RD","GREENSBORO","NC ",-79.8096,36.0301,650,284,50,334,47.7,13.63
"TRIANGLE LAKE MONTESSORI ELEM","GUILFORD COUNTY","410578",3.70192e+11,37081,37,27260,"2401 TRIANGLE LAKE RD","HIGH POINT","NC ",-79.9724,35.9559,481,319,21,340,37.87,12.7
"TRIANGLE MATH AND SCIENCE ACADEMY","WAKE COUNTY","92T000",3.70032e+11,37183,37,27511,"312 GREGSON DR","CARY","NC ",-78.8058,35.7332,358,14,2,16,29.34,12.2
"TRINDALE ELEMENTARY","RANDOLPH COUNTY","760368",3.70378e+11,37151,37,27263,"400 BALFOUR DR","ARCHDALE","NC ",-79.9617,35.8994,288,149,31,180,23,12.52
"TRINITY ELEMENTARY","RANDOLPH COUNTY","760376",3.70378e+11,37151,37,27370,"5457 BRAXTON CRAVEN RD","TRINITY","NC ",-79.9846,35.8946,484,239,44,283,31,15.61
"TRINITY HIGH","RANDOLPH COUNTY","760380",3.70378e+11,37151,37,27370,"5746 TRINITY HIGH SCHOOL RD","TRINITY","NC ",-79.9976,35.894,727,267,45,312,45.4,16.01
"TRITON HIGH","HARNETT COUNTY","430378",3.70201e+11,37085,37,28339,"215 MAYNARD LAKE RD","ERWIN","NC ",-78.6648,35.3383,1342,651,112,763,85.95,15.61
"TROUTMAN ELEMENTARY","IREDELL COUNTY","490364",3.70231e+11,37097,37,28166,"220 SOUTH MAIN ST","TROUTMAN","NC ",-80.886,35.7003,721,327,38,365,45.54,15.83
"TROUTMAN MIDDLE","IREDELL COUNTY","490366",3.70231e+11,37097,37,28166,"305 RUMPLE ST","TROUTMAN","NC ",-80.8862,35.6976,407,197,38,235,24,16.96
"TROY ELEMENTARY","MONTGOMERY COUNTY","620336",3.70306e+11,37123,37,27371,"310 NORTH RUSSELL ST","TROY","NC ",-79.8901,35.3615,290,NA,NA,NA,21,13.81
"TRYON ELEMENTARY","GASTON COUNTY","360504",3.70162e+11,37071,37,28016,"2620 TRYON COURTHOUSE RD","BESSEMER CITY","NC ",-81.3228,35.3408,349,281,30,311,25.8,13.53
"TRYON ELEMENTARY SCHOOL","POLK COUNTY","750304",3.70372e+11,37149,37,28782,"100 SCHOOL PLACE","TRYON","NC ",-82.2433,35.2142,400,257,21,278,34.6,11.56
"TUCKASEEGEE ELEMENTARY","MECKLENBURG COUNTY","600562",3.70297e+11,37119,37,28214,"2028 LITTLE ROCK RD","CHARLOTTE","NC ",-80.9418,35.2499,783,588,64,652,46.61,16.8
"TUCKER CREEK MIDDLE","CRAVEN COUNTY","250368",3.70331e+11,37049,37,28532,"200 SERMONS BLVD","HAVELOCK","NC ",-76.9387,34.9294,447,110,72,182,35,12.77
"TURNER CREEK ELEMENTARY","WAKE COUNTY","920571",3.70472e+11,37183,37,27519,"6801 TURNER CREEK RD","CARY","NC ",-78.8752,35.7727,784,92,10,102,49.91,15.71
"TURNING POINT ACADEMY","CLEVELAND COUNTY","230330",3.7009e+11,37045,37,28150,"409 WEST SUMTER ST","SHELBY","NC ",-81.5452,35.2935,136,125,7,132,23.54,5.78
"TURNING POINT ACADEMY","MECKLENBURG COUNTY","600439",3.70297e+11,37119,37,28206,"2400 CARMINE ST","CHARLOTTE","NC ",-80.842,35.2668,244,210,8,218,30.56,7.98
"TURRENTINE MIDDLE","ALAMANCE COUNTY","010394",3.70003e+11,37001,37,27215,"1710 EDGEWOOD AVE","BURLINGTON","NC ",-79.463,36.0903,911,520,68,588,60.78,14.99
"TUSCOLA HIGH","HAYWOOD COUNTY","440390",3.70204e+11,37087,37,28786,"564 TUSCOLA SCHOOL RD","WAYNESVILLE","NC ",-82.9513,35.5229,1014,355,58,413,66.37,15.28
"TWO RIVERS COMMUNITY SCHOOL","WATAUGA COUNTY","95A000",3.70014e+11,37189,37,28607,"1018 ARCHIE CARROLL RD","BOONE","NC ",-81.6145,36.227,187,29,0,29,15.58,12
"TYRO ELEMENTARY","DAVIDSON COUNTY","290375",3.70114e+11,37057,37,27295,"450 COW PALACE RD","LEXINGTON","NC ",-80.3205,35.7907,386,203,24,227,25.4,15.2
"TYRO MIDDLE","DAVIDSON COUNTY","290376",3.70114e+11,37057,37,27295,"2946 MICHAEL RD","LEXINGTON","NC ",-80.3716,35.8064,680,292,44,336,37.98,17.9
"TYRRELL ELEMENTARY","TYRRELL COUNTY","890308",3.70459e+11,37177,37,27925,"486 ELEMENTARY SCHOOL RD","COLUMBIA","NC ",-76.2421,35.9139,277,204,26,230,22.12,12.52
"UNC HOSPITAL SCHOOL","ORANGE COUNTY","681328",3.70072e+11,37135,37,27514,"101 MANNING DR","CHAPEL HILL","NC ",-79.0394,35.8999,22,NA,NA,NA,14.5,1.52
"UNCC-EPIC","MECKLENBURG COUNTY","600567",3.70297e+11,37119,37,28223,"9201 UNIVERSITY CITY BLVD","CHARLOTTE","NC ",-80.7294,35.3032,NA,NA,NA,NA,NA,NA
"UNCG EARLY/MIDDLE COLLEGE","GUILFORD COUNTY","410579",3.70192e+11,37081,37,27412,"1408 WALKER AVE","GREENSBORO","NC ",-79.8128,36.0684,151,64,11,75,9.5,15.89
"UNDERWOOD ELEMENTARY","WAKE COUNTY","920572",3.70472e+11,37183,37,27608,"1614 GLENWOOD AVE","RALEIGH","NC ",-78.6451,35.8023,503,90,12,102,39.67,12.68
"UNION ACADEMY","MACON COUNTY","560350",3.70276e+11,37113,37,28734,"158 UNION SCHOOL RD","FRANKLIN","NC ",-83.3996,35.1166,NA,NA,NA,NA,9.72,NA
"UNION ACADEMY","UNION COUNTY","90A000",3.70011e+11,37179,37,28110,"675 NORTH ML KING JR BLVD","MONROE","NC ",-80.5797,34.9913,1305,63,85,148,78.06,16.72
"UNION CHAPEL ELEMENTARY","ROBESON COUNTY","780412",3.70393e+11,37155,37,28372,"4271 UNION CHAPEL RD","PEMBROKE","NC ",-79.1341,34.7128,595,448,46,494,30.73,19.36
"UNION COUNTY EARLY COLLEGE","UNION COUNTY","900367",3.70462e+11,37179,37,28110,"4209A OLD CHARLOTTE HWY","MONROE","NC ",-80.6205,35.0312,297,96,34,130,13.85,21.44
"UNION CROSS TRADITIONAL ACAD","FORSYTH COUNTY","340532",3.7015e+11,37067,37,27284,"4300 HIGH POINT RD","KERNERSVILLE","NC ",-80.1172,36.0469,757,327,53,380,46.98,16.11
"UNION ELEMENTARY","BRUNSWICK COUNTY","100340",3.70042e+11,37019,37,28470,"180 UNION SCHOOL RD NW","SHALLOTTE","NC ",-78.4595,33.9586,634,325,57,382,37,17.14
"UNION ELEMENTARY","CLEVELAND COUNTY","230370",3.7009e+11,37045,37,28150,"1440 UNION CHURCH RD","SHELBY","NC ",-81.6154,35.3899,378,261,35,296,29.5,12.81
"UNION ELEMENTARY","LINCOLN COUNTY","550364",3.70268e+11,37109,37,28168,"4875 REEPSVILLE RD","VALE","NC ",-81.3685,35.5174,270,118,14,132,19.54,13.82
"UNION ELEMENTARY","ROBESON COUNTY","780416",3.70393e+11,37155,37,28383,"2547 NC HWY 710 SOUTH","ROWLAND","NC ",-79.2502,34.6267,405,311,37,348,24.74,16.37
"UNION ELEMENTARY","SAMPSON COUNTY","820384",3.70414e+11,37163,37,28328,"10400 TAYLORS BRIDGE HWY","CLINTON","NC ",-78.2399,34.8255,640,580,48,628,45,14.22
"UNION ELEMENTARY","UNION COUNTY","900364",3.70462e+11,37179,37,28174,"5320 WHITE STORE RD","WINGATE","NC ",-80.4101,34.9121,370,197,34,231,33.67,10.99
"UNION GROVE ELEMENTARY","IREDELL COUNTY","490368",3.70231e+11,37097,37,28689,"1314 SLOANS MILL RD","UNION GROVE","NC ",-80.8659,36.0232,269,130,31,161,16.09,16.72
"UNION HIGH","SAMPSON COUNTY","820388",3.70414e+11,37163,37,28458,"1189 KADER MERRITT RD","ROSE HILL","NC ",-78.2403,34.8075,550,358,57,415,38.15,14.42
"UNION HILL ELEMENTARY","GUILFORD COUNTY","410580",3.70192e+11,37081,37,27260,"3523 TRIANGLE LAKE RD","HIGH POINT","NC ",-79.9499,35.9607,492,425,42,467,36.5,13.48
"UNION INTERMEDIATE","SAMPSON COUNTY","820385",3.70414e+11,37163,37,28328,"1190 EDMOND MATTHIS RD","CLINTON","NC ",-78.2781,34.8551,256,211,26,237,16.61,15.41
"UNION MIDDLE","SAMPSON COUNTY","820370",3.70414e+11,37163,37,28328,"455 RIVER RD","CLINTON","NC ",-78.2541,34.8653,492,394,32,426,33.69,14.6
"UNION PINES HIGH","MOORE COUNTY","630360",3.70309e+11,37125,37,28326,"1981 UNION CHURCH RD","CAMERON","NC ",-79.3486,35.3172,1272,364,47,411,70.83,17.96
"UNIONVILLE ELEMENTARY","UNION COUNTY","900368",3.70462e+11,37179,37,28110,"4511 UNIONVILLE RD","MONROE","NC ",-80.5094,35.0847,740,223,46,269,44,16.82
"UNITED COMMUNITY SCHOOL","MECKLENBURG COUNTY","61K000",3.70037e+11,37119,37,28213,"TBD","TBD","NC ",-80.7223,35.1986,NA,NA,NA,NA,NA,NA
"UNIVERSITY MEADOWS ELEMENTARY","MECKLENBURG COUNTY","600566",3.70297e+11,37119,37,28262,"1600 PAVILION BLVD","CHARLOTTE","NC ",-80.7145,35.3155,681,425,62,487,45.92,14.83
"UNIVERSITY PARK CREATIVE ARTS","MECKLENBURG COUNTY","600565",3.70297e+11,37119,37,28216,"2400 HILDEBRAND ST","CHARLOTTE","NC ",-80.8592,35.2608,435,317,37,354,28.31,15.37
"UPCHURCH ELEMENTARY","HOKE COUNTY","470346",3.70225e+11,37093,37,28376,"730 TURNPIKE RD","RAEFORD","NC ",-79.2392,34.9917,627,421,59,480,44,14.25
"UPWARD ELEMENTARY","HENDERSON COUNTY","450346",3.7021e+11,37089,37,28731,"45 EDUCATION DR","FLAT ROCK","NC ",-82.3941,35.295,472,351,31,382,32.45,14.55
"UWHARRIE CHARTER ACADEMY","RANDOLPH COUNTY","76N000",3.70033e+11,37151,37,27203,"301 LEWALLEN RD","ASHEBORO","NC ",-79.8328,35.6918,186,19,10,29,11,16.91
"UWHARRIE MIDDLE","RANDOLPH COUNTY","760382",3.70378e+11,37151,37,27370,"1463 PLEASANT UNION RD","TRINITY","NC ",-79.9909,35.7182,416,180,30,210,25.98,16.01
"VALDESE ELEMENTARY","BURKE COUNTY","120380",3.70048e+11,37023,37,28690,"298 PRALEY ST","VALDESE","NC ",-81.568,35.7457,417,203,35,238,26,16.04
"VALLE CRUCIS ELEMENTARY","WATAUGA COUNTY","950332",3.70483e+11,37189,37,28679,"2998 BROADSTONE RD","SUGAR GROVE","NC ",-81.7787,36.2099,363,122,26,148,26,13.96
"VALLEY SPRINGS MIDDLE","BUNCOMBE COUNTY","110420",3.70045e+11,37021,37,28704,"224 LONG SHOALS RD","ARDEN","NC ",-82.5415,35.4847,646,277,48,325,48.21,13.4
"VALMEAD ELEMENTARY","CALDWELL COUNTY","140388",3.70058e+11,37027,37,28645,"111 ELIZABETH DR NW","LENOIR","NC ",-81.5403,35.9372,212,187,10,197,15.83,13.39
"VANCE CHARTER SCHOOL","VANCE COUNTY","91A000",3.7001e+11,37181,37,27536,"1227 DABNEY DR","HENDERSON","NC ",-78.4304,36.3299,541,55,46,101,39.97,13.54
"VANCE CO EARLY COLLEGE","VANCE COUNTY","910382",3.70465e+11,37181,37,27537,"200 COMMUNITY COLLEGE RD","HENDERSON","NC ",-78.4886,36.3225,208,117,11,128,10,20.8
"VANCE ELEMENTARY","BUNCOMBE COUNTY","111360",3.70027e+11,37021,37,28806,"98 SULPHUR SPRINGS RD","ASHEVILLE","NC ",-82.6009,35.5773,459,185,32,217,30.53,15.03
"VANCE ELEMENTARY","WAKE COUNTY","920576",3.70472e+11,37183,37,27603,"8808 OLD STAGE RD","RALEIGH","NC ",-78.668,35.6551,459,162,33,195,33.54,13.69
"VANCE HIGH","MECKLENBURG COUNTY","600592",3.70297e+11,37119,37,28262,"7600 IBM DR","CHARLOTTE","NC ",-80.7692,35.3004,1672,1209,112,1321,102.31,16.34
"VANCEBORO-FARM LIFE ELEMENTARY","CRAVEN COUNTY","250320",3.70331e+11,37049,37,28586,"2000 FARM LIFE AVE","VANCEBORO","NC ",-77.1467,35.3073,617,442,53,495,42.83,14.41
"VANDALIA ELEMENTARY","GUILFORD COUNTY","410583",3.70192e+11,37081,37,27406,"407 EAST VANDALIA RD","GREENSBORO","NC ",-79.7802,36.0172,263,229,31,260,23.68,11.11
"VANDORA SPRINGS ELEMENTARY","WAKE COUNTY","920580",3.70472e+11,37183,37,27529,"1300 VANDORA SPRINGS RD","GARNER","NC ",-78.6286,35.6992,543,247,35,282,40.61,13.37
"VANSTORY HILLS ELEMENTARY","CUMBERLAND COUNTY","260448",3.70001e+11,37051,37,28303,"400 FOXHALL RD","FAYETTEVILLE","NC ",-78.9275,35.0569,538,185,13,198,36.8,14.62
"VASS-LAKEVIEW ELEMENTARY","MOORE COUNTY","630364",3.70309e+11,37125,37,28394,"141 JAMES ST","VASS","NC ",-79.2918,35.2516,633,332,34,366,42.12,15.03
"VAUGHAN ELEMENTARY","WARREN COUNTY","930348",3.70474e+11,37185,37,27551,"2936 US HWY 158E","MACON","NC ",-77.9991,36.4228,250,191,23,214,15.54,16.09
"VERNON MALONE COLLEGE AND CAREER ACADEMY","WAKE COUNTY","920581",3.70472e+11,37183,37,27603,"2200 SOUTH WILMINGTON ST","RALEIGH","NC ",-78.6441,35.7523,NA,NA,NA,NA,NA,NA
"VICK ELEMENTARY","WILSON COUNTY","980357",3.70502e+11,37195,37,27893,"504 NORTH CARROLL ST","WILSON","NC ",-77.8967,35.7201,300,289,8,297,21.59,13.9
"VIENNA ELEMENTARY","FORSYTH COUNTY","340536",3.7015e+11,37067,37,27040,"1975 CHICKASHA RD","PFAFFTOWN","NC ",-80.3888,36.1415,649,101,24,125,39.08,16.61
"VIEWMONT ELEMENTARY","CATAWBA COUNTY","181344",3.70219e+11,37035,37,28601,"21 16TH AVE NW","HICKORY","NC ",-81.3393,35.753,585,354,38,392,34.67,16.87
"VINSON-BYNUM ELEMENTARY","WILSON COUNTY","980392",3.70502e+11,37195,37,27893,"1601 TARBORO ST SW","WILSON","NC ",-77.9282,35.7224,449,218,52,270,27,16.63
"VIRGINIA CROSS ELEMENTARY","CHATHAM COUNTY","190370",3.70075e+11,37037,37,27344,"234 CROSS SCHOOL RD","SILER CITY","NC ",-79.4328,35.7172,539,515,21,536,48.16,11.19
"VIRGINIA WILLIAMSON ELEM","BRUNSWICK COUNTY","100342",3.70042e+11,37019,37,28422,"1020 ZION HILL RD","BOLIVIA","NC ",-78.2369,33.9942,618,369,44,413,39,15.85
"VISUAL AND PERFORMING ARTS CENTER","IREDELL COUNTY","490355",3.70231e+11,37097,37,28677,"474 NORTH CENTER ST","STATESVILLE","NC ",-80.8922,35.7928,255,83,9,92,11.78,21.65
"VOYAGER ACADEMY","DURHAM COUNTY","32L000",3.70014e+11,37063,37,27704,"101 HOCK PARC","DURHAM","NC ",-78.896,36.0456,1342,81,0,81,104.29,12.87
"W A BESS ELEMENTARY SCHOOL","GASTON COUNTY","360510",3.70162e+11,37071,37,28056,"4340 BEATY RD","GASTONIA","NC ",-81.1341,35.1882,579,151,35,186,32.54,17.79
"W A PATTILLO SCHOOL","EDGECOMBE COUNTY",NA,3.70132e+11,37065,37,27886,"501 EAST AVE","TARBORO","NC ",-77.5338,35.9034,321,289,17,306,21.4,15
"W A YOUNG ELEMENTARY","BURKE COUNTY","120386",3.70048e+11,37023,37,28655,"325 CONLEY RD","MORGANTON","NC ",-81.7684,35.7185,371,230,42,272,27.8,13.35
"W B BEAM INTERMEDIATE SCHOOL","GASTON COUNTY","360339",3.70162e+11,37071,37,28021,"401EAST FIRST ST","CHERRYVILLE","NC ",-81.3772,35.3815,230,115,10,125,10.3,22.33
"W C FRIDAY MIDDLE SCHOOL","GASTON COUNTY","360514",3.70162e+11,37071,37,28034,"1221 RATCHFORD DR","DALLAS","NC ",-81.1832,35.3338,701,355,70,425,37.39,18.75
"W G PEARSON ELEMENTARY","DURHAM COUNTY","320388",3.70126e+11,37063,37,27707,"3501 FAYETTVILLE ST","DURHAM","NC ",-78.9044,35.9561,557,473,36,509,34.3,16.24
"W H KNUCKLES","ROBESON COUNTY","780417",3.70393e+11,37155,37,28358,"1520 MARTIN L KING DR","LUMBERTON","NC ",-79.0221,34.6108,246,239,4,243,15.13,16.26
"W H ROBINSON ELEMENTARY","PITT COUNTY","740380",3.70001e+11,37147,37,28590,"2439 RAILROAD ST","WINTERVILLE","NC ",-77.3992,35.5339,568,282,28,310,39.08,14.53
"W JESSE GURGANUS ELEMENTARY","CRAVEN COUNTY","250378",3.70331e+11,37049,37,28532,"535 HWY 70 WEST","HAVELOCK","NC ",-76.9415,34.9104,479,140,65,205,29.71,16.12
"W M IRVIN ELEMENTARY","CABARRUS COUNTY","130342",3.70053e+11,37025,37,28025,"1400 GOLD RUSH DR","CONCORD","NC ",-80.5538,35.4185,816,553,40,593,54.83,14.88
"W M JENKINS ELEMENTARY","CATAWBA COUNTY","181326",3.70219e+11,37035,37,28601,"3750 NORTH CENTER ST","HICKORY","NC ",-81.3231,35.779,440,183,25,208,27.67,15.9
"W P GRIER MIDDLE SCHOOL","GASTON COUNTY","360408",3.70162e+11,37071,37,28054,"1622 EAST GARRISON BLVD","GASTONIA","NC ",-81.1548,35.2535,699,485,59,544,39.5,17.7
"W R ODELL ELEMENTARY","CABARRUS COUNTY","130336",3.70053e+11,37025,37,28027,"1885 ODELL SCHOOL RD","CONCORD","NC ",-80.7277,35.439,917,146,48,194,52.2,17.57
"W T GRIGGS ELEMENTARY","CURRITUCK COUNTY","270320",3.70108e+11,37053,37,27965,"261 POPLAR BRANCH RD","POPLAR BRANCH","NC ",-75.8917,36.2798,250,125,0,125,19,13.16
"WACCAMAW","BRUNSWICK COUNTY","100344",3.70042e+11,37019,37,28420,"5901 WACCAMAW SCHOOL RD NW","ASH","NC ",-78.5156,34.064,574,339,64,403,39,14.72
"WADDELL LANGUAGE ACADEMY","MECKLENBURG COUNTY","600532",3.70297e+11,37119,37,28217,"7030 NATIONS FORD RD","CHARLOTTE","NC ",-80.8997,35.1548,1354,361,52,413,80.3,16.86
"WADESBORO ELEMENTARY","ANSON COUNTY","040330",3.70018e+11,37007,37,28710,"321 CAMDEN RD","WADESBORO","NC ",-80.0791,34.9622,166,132,12,144,9.84,16.87
